class,SPEED,HARD_DRIVE,RAM,SCREEN,CD,MULTI,FIRM,ADS,TREND
2544,75,426,8,14,1,0,0,307,20
2929,66,527,16,15,1,1,0,307,20
3149,66,527,16,17,1,0,0,307,20
2425,33,424,8,17,1,0,0,307,20
1999,66,450,4,14,0,0,0,307,20
3090,100,528,16,14,1,0,0,307,20
1894,33,214,4,14,1,1,0,307,20
1195,25,107,2,14,0,0,0,307,20
2124,33,240,4,14,1,1,1,307,20
1794,33,212,4,14,1,1,0,307,20
2690,66,528,16,14,1,0,0,307,20
2644,33,528,16,14,1,0,0,307,20
2499,66,340,4,14,0,0,1,307,20
1995,33,426,8,14,1,0,0,307,20
2195,100,214,4,14,0,0,0,307,20
2904,66,340,8,17,1,0,0,307,20
2320,66,528,8,14,1,0,0,307,20
2219,33,340,4,14,0,0,1,307,20
2344,25,528,16,14,1,0,0,307,20
1744,50,107,2,14,0,0,0,307,20
1939,33,212,4,14,0,0,1,307,20
1599,33,170,4,14,1,0,0,307,20
3099,100,527,16,15,1,0,0,307,20
1509,25,120,4,15,0,0,1,307,20
2690,66,528,16,15,1,0,0,307,20
1744,33,214,4,14,0,0,0,307,20
3299,66,1000,16,15,1,0,0,307,20
2355,66,340,8,15,1,0,0,307,20
1589,25,212,4,14,0,0,1,307,20
3019,66,340,8,15,0,0,1,307,20
1595,66,214,4,14,0,0,0,307,20
2819,66,212,4,17,0,0,1,307,20
1694,33,107,2,14,1,1,0,307,20
2499,100,527,8,14,1,0,0,307,20
2090,33,426,8,14,1,0,0,307,20
1690,33,214,4,14,0,0,0,307,20
3799,66,527,8,17,0,0,1,307,20
2195,66,426,8,14,1,0,0,307,20
1290,25,107,2,15,0,0,0,307,20
2844,66,528,16,14,1,0,0,307,20
2290,100,214,4,15,0,0,0,307,20
1690,66,107,2,14,0,0,0,307,20
1844,50,214,4,14,0,0,0,307,20
1544,25,214,4,14,0,0,0,307,20
2090,33,426,8,15,1,0,0,307,20
2195,50,420,8,15,1,0,0,307,20
1739,33,120,4,14,0,0,1,307,20
2144,100,107,2,14,0,0,0,307,20
2999,100,527,16,15,1,0,0,307,20
2044,75,107,2,14,0,0,0,307,20
2845,66,540,8,17,1,0,0,307,20
2844,100,426,8,14,1,0,0,307,20
2520,75,528,8,14,1,0,0,307,20
1995,33,424,8,14,1,0,0,307,20
1825,66,425,8,15,0,0,0,307,20
2929,50,340,4,17,0,0,1,307,20
2744,50,528,16,14,1,0,0,307,20
3399,100,1000,16,15,1,0,0,307,20
1699,33,340,4,14,0,0,0,307,20
1794,50,107,2,14,1,1,0,307,20
1795,50,420,4,14,1,0,0,307,20
2244,100,107,2,14,0,0,0,307,20
1790,50,214,4,14,0,0,0,307,20
2294,100,107,2,14,1,1,0,307,20
3049,100,527,16,15,1,0,0,307,20
1594,33,340,4,15,1,0,0,307,20
1590,50,107,2,14,0,0,0,307,20
2029,33,340,8,14,1,1,0,307,20
2499,100,340,8,15,1,0,0,307,20
1495,50,107,2,14,0,0,0,307,20
2090,100,107,2,15,0,0,0,307,20
1795,66,214,4,14,0,0,0,307,20
3304,66,420,16,17,1,0,0,307,20
2799,50,340,8,15,1,1,0,307,20
1490,33,107,2,15,0,0,0,307,20
2795,75,528,16,14,1,0,0,307,20
3239,50,340,8,17,0,0,1,307,20
1690,33,340,4,14,1,1,0,307,20
1899,33,340,8,14,1,0,0,307,20
2343,66,426,8,14,1,1,0,307,20
1744,66,107,2,14,0,0,0,307,20
1999,33,340,8,15,1,0,0,307,20
1359,25,120,4,14,0,0,1,307,20
3659,66,424,8,17,0,0,1,307,20
3129,100,527,16,15,1,1,0,307,20
1889,33,120,4,15,0,0,1,307,20
2359,50,340,4,14,0,0,1,307,20
2419,33,212,4,17,0,0,1,307,20
2290,66,426,8,15,1,0,0,307,20
1999,33,340,8,14,1,0,0,307,20
1890,25,426,8,15,1,0,0,307,20
2290,100,214,4,14,0,0,0,307,20
1849,33,212,4,14,0,0,1,307,20
1844,66,107,2,14,0,0,0,307,20
2494,100,214,4,14,1,1,0,307,20
1929,25,120,4,17,0,0,1,307,20
3249,100,527,16,17,1,0,0,307,20
1475,33,340,4,14,0,0,0,307,20
1295,33,212,4,14,0,0,0,307,20
1259,25,120,4,14,0,0,1,307,20
1444,25,107,2,14,0,0,0,307,20
2799,66,527,16,15,1,0,0,307,20
1749,33,212,4,14,0,0,1,307,20
1499,33,170,4,14,1,0,0,307,20
2344,50,426,8,14,1,0,0,307,20
2495,66,540,8,15,1,0,0,307,20
2590,50,528,16,15,1,0,0,307,20
1344,25,107,2,14,0,0,0,307,20
1595,66,107,2,14,0,0,0,307,20
1920,25,528,8,14,1,0,0,307,20
3499,100,1000,16,15,1,0,0,307,20
2595,100,426,8,14,1,0,0,307,20
1399,33,170,4,14,1,0,0,307,20
2143,33,426,8,14,1,1,0,307,20
1395,33,214,4,14,0,0,0,307,20
1595,33,214,4,14,0,0,0,307,20
1690,66,107,2,15,0,0,0,307,20
1795,25,426,8,14,1,0,0,307,20
2944,75,528,16,14,1,0,0,307,20
1849,33,340,4,14,0,0,1,307,20
1469,33,340,4,14,0,0,0,307,20
1594,33,212,4,14,1,1,0,307,20
1865,33,425,8,15,1,0,0,307,20
1395,25,214,4,14,0,0,0,307,20
1290,25,107,2,14,0,0,0,307,20
2644,75,426,8,14,1,0,0,307,20
1999,66,340,8,15,1,0,0,307,20
2395,33,528,16,14,1,0,0,307,20
2645,66,424,8,17,1,0,0,307,20
3349,100,527,16,17,1,0,0,307,20
2120,33,528,8,14,1,0,0,307,20
1994,50,214,4,14,1,1,0,307,20
3044,75,528,16,14,1,0,0,307,20
1890,66,214,4,15,0,0,0,307,20
1595,33,214,4,14,0,0,0,307,20
1890,66,214,4,14,0,0,0,307,20
1944,75,107,2,14,0,0,0,307,20
2319,33,340,4,14,0,0,1,307,20
1995,66,425,8,15,1,0,0,307,20
1689,25,212,4,14,0,0,1,307,20
2609,33,212,4,17,0,0,1,307,20
2819,50,340,8,15,0,0,1,307,20
1195,25,214,4,14,0,0,0,307,20
2039,33,212,4,14,0,0,1,307,20
2425,50,212,8,17,1,1,0,307,20
1544,33,107,2,14,0,0,0,307,20
1990,50,420,4,14,1,1,0,307,20
2995,100,528,16,14,1,0,0,307,20
2344,100,214,4,14,0,0,0,307,20
3439,66,340,8,17,0,0,1,307,20
1895,100,340,4,14,0,0,0,307,20
2444,66,426,8,14,1,0,0,307,20
3129,66,527,8,14,0,0,1,307,20
1999,33,212,4,15,0,0,1,307,20
2249,66,212,4,14,0,0,1,307,20
2490,33,528,16,14,1,0,0,307,20
2899,100,527,16,15,1,0,0,307,20
2744,50,420,8,17,1,0,0,307,20
2195,25,528,16,14,1,0,0,307,20
2344,66,426,8,14,1,0,0,307,20
2294,75,214,4,14,1,1,0,307,20
2094,66,214,4,14,1,1,0,307,20
1495,33,340,4,14,1,0,0,307,20
2190,50,426,8,15,1,0,0,307,20
3379,66,527,8,15,0,0,1,307,20
2469,33,340,4,15,0,0,1,307,20
1645,33,340,4,14,1,0,0,307,20
2244,75,214,4,14,0,0,0,307,20
2290,66,426,8,14,1,0,0,307,20
2090,100,107,2,14,0,0,0,307,20
2343,66,426,8,14,1,1,0,307,20
1644,50,107,2,14,0,0,0,307,20
2220,50,528,8,14,1,0,0,307,20
2690,100,426,8,15,1,0,0,307,20
1839,25,212,4,15,0,0,1,307,20
1990,100,340,4,15,0,0,0,307,20
1490,33,107,2,14,0,0,0,307,20
2544,33,528,16,14,1,0,0,307,20
2509,50,340,4,15,0,0,1,307,20
2144,75,214,4,14,0,0,0,307,20
2095,50,426,8,14,1,0,0,307,20
1695,50,214,4,14,0,0,0,307,20
3144,100,528,16,14,1,0,0,307,20
1490,25,214,4,15,0,0,0,307,20
1499,33,170,4,15,1,0,0,307,20
2099,33,340,8,14,1,0,0,307,20
1595,66,340,4,14,0,0,0,307,20
1644,25,214,4,14,0,0,0,307,20
1995,33,426,8,14,1,0,0,307,20
2769,66,340,8,14,0,0,1,307,20
2669,50,340,8,14,0,0,1,307,20
2744,100,426,8,14,1,0,0,307,20
1490,25,214,4,14,0,0,0,307,20
2889,33,340,4,17,0,0,1,307,20
1925,33,212,4,17,0,0,0,307,20
2444,25,528,16,14,1,0,0,307,20
2195,66,426,8,14,1,0,0,307,20
2775,66,420,16,15,1,0,0,307,20
2499,66,528,16,15,1,0,0,307,20
2199,50,450,8,15,0,0,0,307,20
1399,33,270,4,14,0,0,0,307,20
2290,25,528,16,15,1,0,0,307,20
2490,75,426,8,15,1,0,0,307,20
2899,66,527,16,15,1,0,0,307,20
2090,75,214,4,15,0,0,0,307,20
1499,50,340,4,14,0,0,0,307,20
2695,66,528,8,15,1,0,0,307,20
1690,66,340,4,15,0,0,0,307,20
2390,50,420,8,15,1,1,0,307,20
2399,100,340,8,14,1,0,0,307,20
1590,50,107,2,15,0,0,0,307,20
2244,33,426,8,14,1,0,0,307,20
2744,66,528,16,14,1,0,0,307,20
2190,50,426,8,14,1,0,0,307,20
2065,100,340,4,14,1,0,0,307,20
1495,33,212,4,14,0,0,0,307,20
2529,100,340,8,14,1,1,0,307,20
1690,33,214,4,15,0,0,0,307,20
2569,50,340,8,14,0,0,1,307,20
3239,66,424,8,15,0,0,1,307,20
2044,66,214,4,14,0,0,0,307,20
1299,33,340,4,14,0,0,0,307,20
2199,50,425,8,15,1,0,0,307,20
1495,50,214,4,14,0,0,0,307,20
2775,66,530,16,17,0,0,0,307,20
2444,100,214,4,14,0,0,0,307,20
1894,66,107,2,14,1,1,0,307,20
2890,75,528,16,14,1,0,0,307,20
1795,66,340,8,14,0,0,0,307,20
2644,50,528,16,14,1,0,0,307,20
1725,33,212,4,17,0,0,0,307,20
1795,75,107,2,14,0,0,0,307,20
3244,100,528,16,14,1,0,0,307,20
2395,75,426,8,14,1,0,0,307,20
2259,25,212,4,17,0,0,1,307,20
2599,66,450,8,15,1,0,0,307,20
1695,50,340,8,14,0,0,0,307,20
3029,100,527,16,15,1,1,0,307,20
1639,33,120,4,14,0,0,1,307,20
1694,25,214,4,14,1,1,0,307,20
2499,66,528,8,15,1,0,0,307,20
1559,33,212,4,14,0,0,0,307,20
2590,50,528,16,14,1,0,0,307,20
2720,100,528,8,14,1,0,0,307,20
1570,33,340,4,15,0,0,0,307,20
2743,100,426,8,14,1,1,0,307,20
2189,33,212,4,15,0,0,1,307,20
2090,75,214,4,14,0,0,0,307,20
1944,25,426,8,14,1,0,0,307,20
1529,33,170,4,14,1,1,0,307,20
2494,25,528,16,14,1,1,0,307,20
2499,100,340,8,14,1,0,0,307,20
2595,66,530,16,15,1,0,0,307,20
1558,33,212,4,14,1,1,0,307,20
1395,25,340,8,14,0,0,0,307,20
1625,33,240,4,14,0,0,1,307,20
2309,33,120,4,17,0,0,1,307,20
1695,33,425,8,15,0,0,0,307,20
1844,33,214,4,14,0,0,0,307,20
2425,66,530,16,15,0,0,0,307,20
2550,66,340,8,15,1,1,0,307,20
1995,50,212,8,14,1,1,0,307,20
1765,66,340,4,14,1,0,0,307,20
1890,75,107,2,15,0,0,0,307,20
1595,33,340,8,14,0,0,0,307,20
1995,100,107,2,14,0,0,0,307,20
2949,100,527,16,15,1,0,0,307,20
1494,25,107,2,14,1,1,0,307,20
2490,75,426,8,14,1,0,0,307,20
1894,50,420,4,15,1,0,0,307,20
2495,50,528,16,14,1,0,0,307,20
2149,66,212,4,14,0,0,1,307,20
2244,50,426,8,14,1,0,0,307,20
3229,66,527,8,14,0,0,1,307,20
2490,33,528,16,15,1,0,0,307,20
2425,100,425,8,15,1,0,0,307,20
1890,25,426,8,14,1,0,0,307,20
2044,25,426,8,14,1,0,0,307,20
2290,25,528,16,14,1,0,0,307,20
1790,50,214,4,15,0,0,0,307,20
3397,66,450,16,15,1,1,0,307,20
2595,66,528,16,14,1,0,0,307,20
2259,50,340,4,14,0,0,1,307,20
2075,66,425,8,15,1,0,0,307,20
1195,25,107,2,14,0,0,0,339,19
2999,100,527,16,15,1,0,0,339,19
1795,25,426,8,14,1,0,0,339,19
1599,33,210,4,14,1,0,0,339,19
1644,25,214,4,14,0,0,0,339,19
1639,33,120,4,14,0,0,1,339,19
2690,100,426,8,14,1,0,0,339,19
1644,50,107,2,14,0,0,0,339,19
2694,75,426,8,14,1,1,0,339,19
1690,66,107,2,15,0,0,0,339,19
1465,66,210,4,14,0,0,0,339,19
1790,50,214,4,14,0,0,0,339,19
3129,66,527,8,14,0,0,1,339,19
1690,33,340,4,14,1,1,0,339,19
2195,25,528,16,14,1,0,0,339,19
2344,66,426,8,14,1,0,0,339,19
1999,33,420,8,14,1,0,0,339,19
1995,33,340,8,15,1,0,0,339,19
2299,100,452,8,15,1,0,0,339,19
3244,100,528,16,14,1,0,0,339,19
2249,100,420,8,14,1,0,0,339,19
1995,33,540,8,14,1,0,0,339,19
2499,66,340,4,14,0,0,1,339,19
2625,66,530,8,17,1,0,0,339,19
2095,50,426,8,14,1,0,0,339,19
1795,75,107,2,14,0,0,0,339,19
1799,66,212,4,14,0,0,0,339,19
1844,66,107,2,14,0,0,0,339,19
2365,66,540,8,15,1,0,0,339,19
1689,25,212,4,14,0,0,1,339,19
1995,66,340,8,14,1,1,0,339,19
2044,75,107,2,14,0,0,0,339,19
1999,33,212,4,15,0,0,1,339,19
1795,66,340,8,14,0,0,0,339,19
2394,50,426,8,14,1,1,0,339,19
1295,33,340,4,14,0,0,0,339,19
2609,33,212,4,17,0,0,1,339,19
1944,66,214,4,14,0,0,0,339,19
1890,25,426,8,15,1,0,0,339,19
2469,33,340,4,15,0,0,1,339,19
2144,75,214,4,14,0,0,0,339,19
1495,50,107,2,14,0,0,0,339,19
1644,33,107,2,14,0,0,0,339,19
2669,50,340,8,14,0,0,1,339,19
1899,50,340,8,15,1,0,0,339,19
2090,33,528,8,14,1,0,0,339,19
1879,33,340,8,15,1,0,0,339,19
2429,100,420,8,15,1,0,0,339,19
1695,50,340,8,14,0,0,0,339,19
2995,100,528,16,14,1,0,0,339,19
2265,100,340,8,15,0,0,0,339,19
1559,33,212,4,14,0,0,0,339,19
1495,33,340,4,14,1,0,0,339,19
1589,25,212,4,14,0,0,1,339,19
2259,50,340,4,14,0,0,1,339,19
2215,100,425,8,15,0,0,0,339,19
1795,100,210,4,14,0,0,0,339,19
1849,33,212,4,14,0,0,1,339,19
2190,50,426,8,14,1,0,0,339,19
1794,33,340,4,14,1,1,0,339,19
1690,33,214,4,14,0,0,0,339,19
1844,50,214,4,14,0,0,0,339,19
2090,75,214,4,15,0,0,0,339,19
2344,100,214,4,14,0,0,0,339,19
1260,33,210,4,15,0,0,0,339,19
2144,100,107,2,14,0,0,0,339,19
2199,100,340,8,14,0,0,0,339,19
2029,33,420,8,14,1,1,0,339,19
2509,50,340,4,15,0,0,1,339,19
1490,25,214,4,15,0,0,0,339,19
2065,66,540,8,15,0,0,0,339,19
1899,33,420,8,14,1,0,0,339,19
1495,33,340,4,14,0,0,0,339,19
1890,25,426,8,14,1,0,0,339,19
2215,66,425,8,15,1,1,0,339,19
2090,100,107,2,14,0,0,0,339,19
2299,100,425,8,14,0,0,0,339,19
2904,66,340,8,17,1,0,0,339,19
2425,66,340,8,17,1,1,0,339,19
1999,66,340,8,15,1,0,0,339,19
2115,66,340,8,15,1,0,0,339,19
2744,66,528,16,14,1,0,0,339,19
1999,33,420,8,15,1,0,0,339,19
1795,33,425,8,15,0,0,0,339,19
2290,66,426,8,14,1,0,0,339,19
1890,66,214,4,15,0,0,0,339,19
2090,75,214,4,14,0,0,0,339,19
1550,66,210,4,15,0,0,0,339,19
1890,75,107,2,15,0,0,0,339,19
2894,100,426,8,14,1,1,0,339,19
1490,33,107,2,14,0,0,0,339,19
2244,50,426,8,14,1,0,0,339,19
2544,33,528,16,14,1,0,0,339,19
2695,66,528,8,15,1,0,0,339,19
1915,66,425,8,15,0,0,0,339,19
2890,75,528,16,14,1,0,0,339,19
2244,75,214,4,14,0,0,0,339,19
1399,33,210,4,14,1,0,0,339,19
2399,66,212,4,15,0,0,1,339,19
2444,25,528,16,14,1,0,0,339,19
3799,66,527,8,17,0,0,1,339,19
1395,33,107,2,14,0,0,0,339,19
2944,75,528,16,14,1,0,0,339,19
1495,50,214,4,14,0,0,0,339,19
3144,100,528,16,14,1,0,0,339,19
1595,66,107,2,14,0,0,0,339,19
2590,50,528,16,14,1,0,0,339,19
2644,75,426,8,14,1,0,0,339,19
1590,50,107,2,14,0,0,0,339,19
1945,66,340,8,15,0,0,0,339,19
1995,33,426,8,14,1,0,0,339,19
1529,33,210,4,14,1,1,0,339,19
2425,100,425,8,15,1,1,0,339,19
2349,100,420,8,15,1,0,0,339,19
2144,33,426,8,14,1,0,0,339,19
2925,100,530,8,17,1,0,0,339,19
2249,66,212,4,14,0,0,1,339,19
2095,100,425,8,15,0,0,0,339,19
2094,25,426,8,14,1,1,0,339,19
2344,50,426,8,14,1,0,0,339,19
1744,33,214,4,14,0,0,0,339,19
2195,100,214,4,14,0,0,0,339,19
1890,66,214,4,14,0,0,0,339,19
2794,50,528,16,14,1,1,0,339,19
2309,33,120,4,17,0,0,1,339,19
1825,33,340,8,15,0,0,0,339,19
2845,100,540,8,17,1,0,0,339,19
3499,100,1000,16,15,1,0,0,339,19
1515,33,210,4,14,1,0,0,339,19
2558,100,425,8,14,1,1,0,339,19
2690,100,528,8,14,1,0,0,339,19
2244,100,107,2,14,0,0,0,339,19
2694,33,528,16,14,1,1,0,339,19
3239,50,340,8,17,0,0,1,339,19
1849,33,340,4,14,0,0,1,339,19
2644,33,528,16,14,1,0,0,339,19
2195,66,426,8,14,1,0,0,339,19
2419,33,212,4,17,0,0,1,339,19
2569,50,340,8,14,0,0,1,339,19
3019,66,340,8,15,0,0,1,339,19
3149,66,527,16,17,1,0,0,339,19
2090,33,426,8,14,1,0,0,339,19
2545,100,530,8,15,1,1,0,339,19
1345,33,210,4,14,1,0,0,339,19
2259,25,212,4,17,0,0,1,339,19
2590,50,528,16,15,1,0,0,339,19
2345,33,425,8,17,1,1,0,339,19
3049,100,527,16,15,1,0,0,339,19
2744,50,528,16,14,1,0,0,339,19
2395,33,528,16,14,1,0,0,339,19
2379,100,420,8,14,1,1,0,339,19
2645,66,540,8,17,1,0,0,339,19
1594,33,340,4,15,1,0,0,339,19
2445,66,425,8,17,1,1,0,339,19
2099,33,420,8,14,1,0,0,339,19
3090,100,528,16,14,1,0,0,339,19
2575,100,530,8,15,1,0,0,339,19
1739,33,120,4,14,0,0,1,339,19
2044,25,426,8,14,1,0,0,339,19
2425,33,540,8,17,1,0,0,339,19
2290,100,214,4,14,0,0,0,339,19
1839,25,212,4,15,0,0,1,339,19
1890,25,528,8,14,1,0,0,339,19
1290,25,107,2,15,0,0,0,339,19
2290,25,528,16,14,1,0,0,339,19
2399,100,420,8,14,1,0,0,339,19
2595,66,528,16,14,1,0,0,339,19
2494,25,528,16,14,1,1,0,339,19
2435,100,340,8,15,1,0,0,339,19
2844,100,426,8,14,1,0,0,339,19
2989,66,424,8,14,0,0,1,339,19
2545,100,425,8,15,1,1,0,339,19
2343,66,426,8,14,1,1,0,339,19
1249,25,100,4,14,0,0,1,339,19
1890,75,107,2,14,0,0,0,339,19
2179,66,425,8,14,0,0,0,339,19
1939,33,212,4,14,0,0,1,339,19
2390,50,420,8,15,1,1,0,339,19
1595,33,214,4,14,0,0,0,339,19
2929,50,340,4,17,0,0,1,339,19
1945,33,540,8,15,0,0,0,339,19
2175,33,340,8,17,0,0,0,339,19
3129,100,527,16,15,1,1,0,339,19
1625,33,240,4,14,0,0,1,339,19
2355,66,340,8,15,1,0,0,339,19
1925,33,340,4,17,0,0,0,339,19
3090,100,528,16,15,1,0,0,339,19
2299,66,340,16,15,1,0,0,339,19
3099,100,527,16,15,1,0,0,339,19
2490,33,528,16,15,1,0,0,339,19
2615,100,530,8,15,1,0,0,339,19
2189,33,212,4,15,0,0,1,339,19
2743,100,426,8,14,1,1,0,339,19
1399,33,210,4,14,0,0,0,339,19
2699,100,450,8,15,1,0,0,339,19
1599,50,340,4,14,0,0,0,339,19
2149,66,212,4,14,0,0,1,339,19
2499,100,420,8,14,1,0,0,339,19
2495,50,528,16,14,1,0,0,339,19
2343,66,426,8,14,1,1,0,339,19
2190,50,426,8,15,1,0,0,339,19
1844,33,214,4,14,0,0,0,339,19
2690,100,426,8,15,1,0,0,339,19
1344,25,107,2,14,0,0,0,339,19
1695,50,214,4,14,0,0,0,339,19
1175,33,210,4,14,0,0,0,339,19
1995,75,214,4,14,0,0,0,339,19
1944,75,107,2,14,0,0,0,339,19
2849,66,527,16,15,1,0,0,339,19
2544,75,426,8,14,1,0,0,339,19
3659,66,424,8,17,0,0,1,339,19
1749,33,212,4,14,0,0,1,339,19
3439,66,340,8,17,0,0,1,339,19
1944,50,214,4,14,0,0,0,339,19
1990,50,420,4,14,1,1,0,339,19
3349,100,527,16,17,1,0,0,339,19
2395,75,426,8,14,1,0,0,339,19
2495,100,540,8,15,1,0,0,339,19
2615,100,340,8,17,0,0,0,339,19
3089,66,424,8,14,0,0,1,339,19
3294,100,528,16,14,1,1,0,339,19
2127,33,540,8,14,1,1,0,339,19
1444,25,107,2,14,0,0,0,339,19
2244,33,426,8,14,1,0,0,339,19
2644,50,528,16,14,1,0,0,339,19
2315,66,530,8,15,1,0,0,339,19
2665,100,540,8,15,1,0,0,339,19
3239,66,424,8,15,0,0,1,339,19
2275,66,530,8,15,1,0,0,339,19
2490,75,426,8,14,1,0,0,339,19
2427,66,540,8,15,1,1,0,339,19
2690,66,528,16,14,1,0,0,339,19
1509,25,120,4,15,0,0,1,339,19
2899,66,527,16,15,1,0,0,339,19
2195,66,426,8,14,1,0,0,339,19
2044,66,214,4,14,0,0,0,339,19
1490,33,107,2,15,0,0,0,339,19
2344,25,528,16,14,1,0,0,339,19
2894,66,528,16,14,1,1,0,339,19
2819,50,340,8,15,0,0,1,339,19
1944,25,426,8,14,1,0,0,339,19
3094,75,528,16,14,1,1,0,339,19
2095,66,425,8,15,1,1,0,339,19
1965,100,210,4,14,1,0,0,339,19
3299,66,1000,16,15,1,0,0,339,19
2090,100,107,2,15,0,0,0,339,19
2190,50,528,8,14,1,0,0,339,19
1345,33,210,4,14,0,0,0,339,19
3304,66,420,16,17,1,0,0,339,19
1499,33,210,4,14,1,0,0,339,19
1725,33,340,4,17,0,0,0,339,19
2290,66,426,8,15,1,0,0,339,19
2115,33,530,8,15,1,1,0,339,19
1690,33,214,4,15,0,0,0,339,19
1595,33,214,4,14,0,0,0,339,19
1595,33,340,8,14,0,0,0,339,19
1675,33,425,8,15,0,0,0,339,19
1744,66,107,2,14,0,0,0,339,19
3379,66,527,8,15,0,0,1,339,19
2744,100,426,8,14,1,0,0,339,19
1259,25,120,4,14,0,0,1,339,19
2449,100,420,8,14,1,0,0,339,19
2889,33,340,4,17,0,0,1,339,19
1744,50,107,2,14,0,0,0,339,19
1635,66,210,4,14,1,0,0,339,19
1929,25,120,4,17,0,0,1,339,19
2627,100,540,8,15,1,1,0,339,19
2744,50,420,8,17,1,0,0,339,19
1999,50,340,4,14,1,1,0,339,19
1795,66,425,8,15,0,0,0,339,19
2819,66,212,4,17,0,0,1,339,19
2890,75,528,16,15,1,0,0,339,19
1499,33,210,4,15,1,0,0,339,19
2295,66,540,8,15,1,0,0,339,19
2290,66,528,8,14,1,0,0,339,19
2690,66,528,16,15,1,0,0,339,19
1595,66,214,4,14,0,0,0,339,19
1359,25,120,4,14,0,0,1,339,19
2490,75,426,8,15,1,0,0,339,19
2490,75,528,8,14,1,0,0,339,19
1995,33,426,8,14,1,0,0,339,19
2115,33,425,8,15,1,1,0,339,19
2124,33,240,4,14,1,1,1,339,19
1795,50,420,4,14,1,0,0,339,19
3229,66,527,8,14,0,0,1,339,19
2775,100,425,8,17,1,1,0,339,19
1395,25,340,8,14,0,0,0,339,19
1899,66,340,8,15,0,0,0,339,19
1490,25,214,4,14,0,0,0,339,19
2775,66,420,16,15,1,0,0,339,19
2359,50,340,4,14,0,0,1,339,19
1544,25,214,4,14,0,0,0,339,19
2795,75,528,16,14,1,0,0,339,19
1995,33,425,8,15,1,1,0,339,19
2494,66,426,8,14,1,1,0,339,19
2970,66,420,16,15,1,1,0,339,19
2444,100,214,4,14,0,0,0,339,19
2529,100,420,8,14,1,1,0,339,19
2769,66,340,8,14,0,0,1,339,19
1544,33,107,2,14,0,0,0,339,19
1995,100,107,2,14,0,0,0,339,19
2595,100,426,8,14,1,0,0,339,19
3044,75,528,16,14,1,0,0,339,19
1395,33,214,4,14,0,0,0,339,19
2444,66,426,8,14,1,0,0,339,19
2294,33,426,8,14,1,1,0,339,19
1795,66,214,4,14,0,0,0,339,19
1430,33,210,4,15,0,0,0,339,19
1889,33,120,4,15,0,0,1,339,19
2290,100,214,4,15,0,0,0,339,19
2215,66,530,8,15,1,1,0,339,19
2799,66,527,16,15,1,0,0,339,19
2295,66,340,8,17,0,0,0,339,19
2195,50,420,8,15,1,0,0,339,19
1594,33,340,4,14,1,1,0,339,19
1290,25,107,2,14,0,0,0,339,19
2319,33,340,4,14,0,0,1,339,19
2039,33,212,4,14,0,0,1,339,19
1395,25,214,4,14,0,0,0,339,19
2929,66,527,16,15,1,1,0,339,19
1690,66,107,2,14,0,0,0,339,19
1590,50,107,2,15,0,0,0,339,19
2844,66,528,16,14,1,0,0,339,19
2490,33,528,16,14,1,0,0,339,19
1195,25,214,4,14,0,0,0,339,19
2869,66,340,8,14,0,0,1,339,19
2385,100,540,8,15,0,0,0,339,19
1880,100,210,4,15,0,0,0,339,19
2349,100,420,8,14,1,0,0,339,19
2550,66,340,8,15,1,1,0,339,19
1495,33,340,4,14,1,1,0,339,19
1790,50,214,4,15,0,0,0,339,19
2090,33,426,8,15,1,0,0,339,19
1894,50,420,4,15,1,0,0,339,19
2143,33,426,8,14,1,1,0,339,19
2219,33,340,4,14,0,0,1,339,19
2499,75,340,16,15,1,0,0,339,19
1925,33,340,4,17,1,1,0,339,19
2290,25,528,16,15,1,0,0,339,19
2599,100,527,8,15,1,0,0,273,18
2190,100,214,4,14,0,0,0,273,18
1359,25,120,4,14,0,0,1,273,18
1999,33,527,4,14,1,0,0,273,18
1740,33,214,4,14,0,0,0,273,18
2493,33,528,16,14,1,1,0,273,18
2127,33,540,8,14,1,1,0,273,18
2599,100,420,8,15,1,0,0,273,18
3095,66,1080,16,15,1,0,0,273,18
2349,100,420,8,15,1,0,0,273,18
1379,33,340,4,14,0,0,0,273,18
2775,66,540,16,15,1,1,0,273,18
2718,75,428,16,17,1,0,0,273,18
2243,66,426,8,14,1,1,0,273,18
2854,100,528,16,14,1,0,0,273,18
2093,33,426,8,14,1,1,0,273,18
1625,33,240,4,14,0,0,1,273,18
2943,100,528,16,14,1,1,0,273,18
2499,100,450,8,15,1,0,0,273,18
2343,33,528,16,14,1,1,0,273,18
1694,33,214,4,14,1,1,0,273,18
1618,33,340,4,17,0,0,0,273,18
2345,33,528,16,14,1,0,0,273,18
1399,33,210,4,14,1,0,0,273,18
2758,33,170,4,17,0,0,1,273,18
2044,33,426,8,14,1,0,0,273,18
2045,33,540,8,15,1,0,0,273,18
1995,66,540,8,15,0,0,0,273,18
2795,33,1000,24,14,1,0,0,273,18
1599,50,340,4,14,0,0,0,273,18
2099,66,420,8,15,1,0,0,273,18
2199,100,340,8,14,0,0,0,273,18
2695,66,540,16,15,1,0,0,273,18
2818,100,428,16,17,1,0,0,273,18
2395,100,426,8,14,1,0,0,273,18
2065,33,540,8,15,1,0,0,273,18
1740,33,214,4,15,0,0,0,273,18
2029,33,420,4,14,1,1,0,273,18
2093,33,426,8,14,1,1,0,273,18
3243,66,1000,24,14,1,1,0,273,18
